utterance_id,token_index,error_type,source_word,source_word_length,destination_word,destination_word_length
n000329-fn000848-633.2081-635.8526,0,substitution,aan,3,een,3
n000329-fn000848-633.2081-635.8526,2,deletion,toe,3,<del>,<del>
n000329-fn000848-636.4581-638.2437,0,substitution,gedoudi,7,het,3
n000329-fn000848-636.4581-638.2437,1,substitution,gedoe,5,oude,4
n000329-fn000848-638.2437-640.2002,0,deletion,gedoeldig,9,<del>,<del>
n000329-fn000848-638.2437-640.2002,1,substitution,gedul,5,geduldig,8
n000329-fn000848-640.2002-641.8306,0,insertion,<ins>,<ins>,wat,3
n000329-fn000848-640.2002-641.8306,1,insertion,<ins>,<ins>,doet,4
n000329-fn000848-640.2002-641.8306,2,substitution,edudig,6,dit,3
n000329-fn000848-641.8306-644.5004,1,substitution,ikke,4,ik,2
n000329-fn000848-644.9013-645.7233,0,insertion,<ins>,<ins>,doet,4
n000329-fn000848-644.9013-645.7233,1,substitution,duldig,6,het,3
n000329-fn000848-652.6732-653.8067,0,substitution,lavage,6,lawaai,6
n000329-fn000848-655.1412-657.2848,1,deletion,hau,3,<del>,<del>
n000329-fn000848-657.2848-659.7112,3,deletion,ge,2,<del>,<del>
n000329-fn000848-660.7671-661.6833,1,substitution,sociali,7,sociale,7
n000329-fn000848-662.8167-664.1876,0,insertion,<ins>,<ins>,zo,2
n000329-fn000848-662.8167-664.1876,1,insertion,<ins>,<ins>,zie,3
n000329-fn000848-662.8167-664.1876,2,substitution,sochili,7,je,2
n000329-fn000848-664.1876-666.1949,0,insertion,<ins>,<ins>,zo,2
n000329-fn000848-664.1876-666.1949,1,substitution,sochi,5,zie,3
n000329-fn000848-664.1876-666.1949,2,substitution,li,2,je,2
n000329-fn000848-666.1949-668.4196,0,deletion,socoulies,9,<del>,<del>
n000329-fn000848-666.1949-668.4196,1,substitution,tische,6,socialistische,14
n000329-fn000848-668.4196-670.5247,2,insertion,<ins>,<ins>,er,2
n000329-fn000848-668.4196-670.5247,3,substitution,zij,3,zijn,4
n000329-fn000848-67.1169-69.1354,3,substitution,kartikel,8,artikel,7
n000329-fn000848-670.5247-672.9357,0,deletion,s,1,<del>,<del>
n000329-fn000848-670.5247-672.9357,1,deletion,zwaarste,8,<del>,<del>
n000329-fn000848-670.5247-672.9357,2,substitution,w,1,zwarte,6
n000329-fn000848-672.9357-674.3373,2,substitution,kaste,5,kast,4
n000329-fn000848-674.8337-677.1321,3,deletion,flatje,6,<del>,<del>
n000329-fn000848-677.1321-678.6073,0,deletion,f,1,<del>,<del>
n000329-fn000848-677.1321-678.6073,1,substitution,flatje,6,vletje,6
n000329-fn000848-679.2594-680.2688,0,substitution,flatje,6,fratje,6
n000329-fn000848-680.2688-681.7278,0,substitution,huren,5,guren,5
n000329-fn000848-680.2688-681.7278,1,substitution,tot,3,dat,3
n000329-fn000848-681.7278-684.0414,1,deletion,l,1,<del>,<del>
n000329-fn000848-685.2370-686.8519,1,deletion,buur,4,<del>,<del>
n000329-fn000848-685.2370-686.8519,3,deletion,beurs,5,<del>,<del>
n000329-fn000848-685.2370-686.8519,4,substitution,de,2,bors,4
n000329-fn000848-686.8519-689.4605,1,substitution,brs,3,borstel,7
n000329-fn000848-69.1354-70.0373,0,insertion,<ins>,<ins>,kijk,4
n000329-fn000848-69.1354-70.0373,1,insertion,<ins>,<ins>,ik,2
n000329-fn000848-69.1354-70.0373,2,substitution,kartikelen,10,alleen,6
n000329-fn000848-690.0043-692.3956,0,deletion,om,2,<del>,<del>
n000329-fn000848-690.0043-692.3956,1,deletion,het,3,<del>,<del>
n000329-fn000848-690.0043-692.3956,2,substitution,bedrijf,7,amatlife,8
n000329-fn000848-692.3956-693.4669,0,substitution,negentien,9,negende,7
n000329-fn000848-696.4637-698.3114,0,substitution,ne,2,aan,3
n000329-fn000848-698.3114-700.2090,0,substitution,uit,3,uits,4
n000329-fn000848-698.3114-700.2090,2,substitution,no,2,noord,5
n000329-fn000848-700.2090-701.3271,1,substitution,nodeling,8,nooding,7
n000329-fn000848-701.3271-703.3611,0,substitution,notering,8,nootling,8
n000329-fn000848-703.3611-705.1778,1,substitution,tokomst,7,doekste,7
n000329-fn000848-705.1778-706.5752,0,substitution,is,2,ik,2
n000329-fn000848-705.1778-706.5752,1,substitution,door,4,doe,3
n000329-fn000848-705.1778-706.5752,3,substitution,ouders,6,auto's,6
n000329-fn000848-706.5752-707.8053,0,deletion,al,2,<del>,<del>
n000329-fn000848-706.5752-707.8053,1,substitution,helemaal,8,alhelamaal,10
n000329-fn000848-707.8053-710.5557,0,insertion,<ins>,<ins>,uit,3
n000329-fn000848-707.8053-710.5557,1,substitution,uitge,5,het,3
n000329-fn000848-707.8053-710.5557,2,substitution,stipe,5,stip,4
n000329-fn000848-71.9471-73.7794,3,insertion,<ins>,<ins>,er,2
n000329-fn000848-71.9471-73.7794,4,substitution,erop,4,op,2
n000329-fn000848-75.8756-77.5216,0,insertion,<ins>,<ins>,hij,3
n000329-fn000848-75.8756-77.5216,1,substitution,ervoor,6,vroeg,5
n000329-fn000848-75.8756-77.5216,2,substitution,vraagt,6,flacht,6
n000329-fn000848-80.7039-81.6474,1,deletion,i,1,<del>,<del>
n000329-fn000848-82.4585-84.5858,5,substitution,spullen,7,spoelen,7
n000329-fn000848-87.1934-87.8088,0,substitution,tw,2,eh,2
n000329-fn000848-87.8088-88.5599,0,substitution,tweedeg,7,tweede,6
n000329-fn000848-91.6809-94.2274,3,deletion,'t,2,<del>,<del>
n000329-fn000848-91.6809-94.2274,4,substitution,joe,3,dat,3
n000329-fn000848-91.6809-94.2274,5,substitution,juist,5,joust,5
n000330-fn000851-105.0441-107.4357,1,insertion,<ins>,<ins>,te,2
n000330-fn000851-105.0441-107.4357,2,substitution,tweedehandes,12,vegen,5
n000330-fn000851-105.0441-107.4357,3,substitution,hands,5,honden,6
n000330-fn000851-107.4357-108.1247,0,substitution,auts,4,ouds,4
n000330-fn000851-108.8033-110.5825,2,substitution,vraagprijs,10,frapreis,8
n000330-fn000851-110.5825-112.6296,4,deletion,je,2,<del>,<del>
n000330-fn000851-112.6296-115.1759,3,substitution,betaalt,7,betaald,7
n000330-fn000851-120.3743-123.1040,1,insertion,<ins>,<ins>,is,2
n000330-fn000851-120.3743-123.1040,2,substitution,spullen,7,poolen,6
n000330-fn000851-123.9224-125.3828,0,substitution,één,3,een,3
n000330-fn000851-133.7492-136.0979,1,substitution,één,3,in,2
n000330-fn000851-133.7492-136.0979,2,substitution,brief,5,brieven,7
n000330-fn000851-133.7492-136.0979,4,substitution,'s,2,s,1
n000330-fn000851-141.8184-143.5949,3,deletion,aan,3,<del>,<del>
n000330-fn000851-146.9353-149.2888,0,substitution,brievenbus,10,briefenbus,10
n000330-fn000851-146.9353-149.2888,2,insertion,<ins>,<ins>,wist,4
n000330-fn000851-146.9353-149.2888,3,substitution,verstuur,8,u,1
n000330-fn000851-155.5298-157.4299,0,deletion,vers,4,<del>,<del>
n000330-fn000851-155.5298-157.4299,1,substitution,chillende,9,verschillende,13
n000330-fn000851-159.1179-160.3375,1,substitution,kunt,4,komt,4
n000330-fn000851-166.3773-168.4732,0,substitution,een,3,je,2
n000330-fn000851-166.3773-168.4732,1,substitution,gemeente,8,geheimen,8
n000330-fn000851-166.3773-168.4732,3,substitution,één,3,in,2
n000330-fn000851-166.3773-168.4732,4,substitution,stad,4,staat,5
n000330-fn000851-168.9442-170.1214,1,substitution,één,3,in,2
n000330-fn000851-170.1214-172.5370,1,substitution,één,3,een,3
n000330-fn000851-173.7479-174.8910,0,substitution,abtaneren,9,abdaneren,9
n000330-fn000851-175.5896-177.9858,2,substitution,gemeente,8,gemeenteraad,12
n000330-fn000851-177.9858-180.4785,0,substitution,allen,5,alle,4
n000330-fn000851-177.9858-180.4785,4,deletion,gaan,4,<del>,<del>
n000330-fn000851-18.6779-20.2894,0,substitution,elk,3,elke,4
n000330-fn000851-18.6779-20.2894,2,substitution,hun,3,hoe,3
n000330-fn000851-182.4750-183.7519,0,substitution,de,2,deze,4
n000330-fn000851-182.4750-183.7519,1,substitution,stad,4,staat,5
n000330-fn000851-184.1844-186.7739,0,substitution,één,3,eén,3
n000330-fn000851-184.1844-186.7739,1,substitution,zorgt,5,zorgde,6
n000330-fn000851-189.5457-192.3986,1,substitution,zorgt,5,zorgde,6
n000330-fn000851-189.5457-192.3986,3,substitution,gemeente,8,rementen,8
n000330-fn000851-193.1105-194.0819,0,substitution,en,2,in,2
n000330-fn000851-197.0693-199.0474,1,substitution,er,2,is,2
n000330-fn000851-197.0693-199.0474,2,substitution,volgunde,8,volgende,8
n000330-fn000851-20.8629-22.7754,1,substitution,en,2,in,2
n000330-fn000851-20.8629-22.7754,2,substitution,hun,3,hong,4
n000330-fn000851-206.8836-208.0180,1,substitution,één,3,in,2
n000330-fn000851-206.8836-208.0180,2,substitution,balie,5,bali,4
n000330-fn000851-215.1292-216.9508,0,substitution,meestal,7,mestouw,7
n000330-fn000851-216.9508-219.7490,3,substitution,en,2,in,2
n000330-fn000851-219.7490-221.6415,4,substitution,beurt,5,boord,5
n000330-fn000851-226.0580-227.7878,0,deletion,want,4,<del>,<del>
n000330-fn000851-226.0580-227.7878,1,deletion,da,2,<del>,<del>
n000330-fn000851-233.1624-235.8823,0,deletion,soms,4,<del>,<del>
n000330-fn000851-233.1624-235.8823,1,substitution,kun,3,sommigen,8
n000330-fn000851-233.1624-235.8823,2,substitution,je,2,noemen,6
n000330-fn000851-233.1624-235.8823,3,substitution,nummertjes,10,het,3
n000330-fn000851-233.1624-235.8823,4,substitution,trekken,7,streken,7
n000330-fn000851-235.8823-237.0814,0,substitution,uit,3,auto,4
n000330-fn000851-235.8823-237.0814,1,substitution,één,3,in,2
n000330-fn000851-24.3687-26.0142,0,substitution,één,3,in,2
n000330-fn000851-24.3687-26.0142,1,substitution,verjaardag,10,feite,5
n000330-fn000851-240.8577-242.2216,0,deletion,aan,3,<del>,<del>
n000330-fn000851-240.8577-242.2216,1,substitution,de,2,een,3
n000330-fn000851-240.8577-242.2216,2,substitution,beurt,5,deboot,6
n000330-fn000851-242.2216-244.7167,1,insertion,<ins>,<ins>,in,2
n000330-fn000851-242.2216-244.7167,2,substitution,je,2,orde,4
n000330-fn000851-242.2216-244.7167,3,substitution,nog,3,en,2
n000330-fn000851-242.2216-244.7167,5,substitution,duur,4,doet,4
n000330-fn000851-244.7167-245.9276,0,substitution,voor,4,fui,3
n000330-fn000851-244.7167-245.9276,1,substitution,jouw,4,al,2
n000330-fn000851-245.9276-247.3101,0,deletion,aan,3,<del>,<del>
n000330-fn000851-245.9276-247.3101,1,substitution,de,2,een,3
n000330-fn000851-245.9276-247.3101,2,substitution,beurt,5,debuut,6
n000330-fn000851-248.0819-249.1531,0,deletion,kun,3,<del>,<del>
n000330-fn000851-248.0819-249.1531,1,deletion,je,2,<del>,<del>
n000330-fn000851-248.0819-249.1531,2,substitution,wel,3,connive,7
n000330-fn000851-249.8916-252.2763,1,substitution,één,3,een,3
n000330-fn000851-256.2842-258.3188,0,insertion,<ins>,<ins>,ja,2
n000330-fn000851-256.2842-258.3188,1,substitution,jouw,4,hoe,3
n000330-fn000851-256.2842-258.3188,2,substitution,nummer,6,noem,4
n000330-fn000851-256.2842-258.3188,3,substitution,geweest,7,je,2
n000330-fn000851-256.2842-258.3188,4,substitution,is,2,deze,4
n000330-fn000851-258.7446-261.5151,3,substitution,één,3,een,3
n000330-fn000851-26.0142-28.2950,0,insertion,<ins>,<ins>,vinden,6
n000330-fn000851-26.0142-28.2950,1,substitution,vieren,6,jullie,6
n000330-fn000851-26.0142-28.2950,2,substitution,je,2,me,2
n000330-fn000851-26.0142-28.2950,3,substitution,meestal,7,stoer,5
n000330-fn000851-266.0353-268.5696,3,substitution,één,3,een,3
n000330-fn000851-268.5696-269.5882,0,deletion,voor,4,<del>,<del>
n000330-fn000851-268.5696-269.5882,1,substitution,gezin,5,voorheen,8
n000330-fn000851-269.5882-271.4365,0,substitution,één,3,een,3
n000330-fn000851-271.4365-273.5190,0,substitution,uit,3,oud,3
n000330-fn000851-274.0047-275.2356,2,substitution,bijna,5,bij,3
n000330-fn000851-278.7007-280.6435,4,substitution,groteg,6,groter,6
n000330-fn000851-28.2950-29.4793,2,substitution,gezin,5,heizen,6
n000330-fn000851-281.2423-283.7958,3,deletion,tantes,6,<del>,<del>
n000330-fn000851-289.7958-291.2004,1,substitution,relaties,8,relaxies,8
n000330-fn000851-298.6701-300.1937,0,substitution,veel,4,viel,4
n000330-fn000851-298.6701-300.1937,3,substitution,weer,4,vier,4
n000330-fn000851-30.0249-31.6815,1,substitution,één,3,een,3
n000330-fn000851-30.0249-31.6815,3,substitution,vrienden,8,vriendin,8
n000330-fn000851-317.1425-319.7226,3,substitution,vaak,4,vak,3
n000330-fn000851-317.1425-319.7226,4,substitution,onzekere,8,onzekeren,9
n000330-fn000851-32.5185-33.5365,0,substitution,of,2,open,4
n000330-fn000851-325.8757-327.4233,3,substitution,dooien,6,doen,4
n000330-fn000851-328.0713-329.0626,1,substitution,betenkt,7,betekent,8
n000330-fn000851-331.5336-332.8484,1,substitution,iets,4,heet,4
n000330-fn000851-331.5336-332.8484,2,substitution,zal,3,jouw,4
n000330-fn000851-331.5336-332.8484,3,substitution,gaan,4,gang,4
n000330-fn000851-339.5912-340.6900,2,substitution,liefde,6,lift,4
n000330-fn000851-34.1752-35.2730,0,substitution,op,2,of,2
n000330-fn000851-34.1752-35.2730,2,substitution,jaags,5,jaar,4
n000330-fn000851-345.4447-346.3432,0,substitution,één,3,in,2
n000330-fn000851-345.4447-346.3432,1,substitution,dichter,7,dirte,5
n000330-fn000851-346.7699-349.2976,2,deletion,weing,5,<del>,<del>
n000330-fn000851-349.7301-350.6541,0,substitution,v,1,psst,4
n000330-fn000851-350.6541-353.1788,0,substitution,woorden,7,worden,6
n000330-fn000851-350.6541-353.1788,1,substitution,zijn,4,zij,3
n000330-fn000851-350.6541-353.1788,2,substitution,goevel,6,hoeveel,7
n000330-fn000851-353.1788-354.9575,0,deletion,nou,3,<del>,<del>
n000330-fn000851-353.1788-354.9575,2,substitution,gevoel,6,refu,4
n000330-fn000851-355.5496-357.8983,0,substitution,uitdrukken,10,uitgedronken,12
n000330-fn000851-355.5496-357.8983,2,substitution,één,3,een,3
n000330-fn000851-36.1429-37.6217,0,substitution,jaar,4,ja,2
n000330-fn000851-36.1429-37.6217,1,substitution,lijkse,6,leuk,4
n000330-fn000851-360.8377-361.6761,0,substitution,liefdjes,8,liefdes,7
n000330-fn000851-363.5593-364.8497,0,deletion,nou,3,<del>,<del>
n000330-fn000851-363.5593-364.8497,1,substitution,liefdjes,8,liftjes,7
n000330-fn000851-370.0779-372.4526,3,deletion,v,1,<del>,<del>
n000330-fn000851-372.4526-373.5297,2,substitution,liefde,6,lift,4
n000330-fn000851-374.3813-375.7985,1,deletion,liedjes,7,<del>,<del>
n000330-fn000851-374.3813-375.7985,2,substitution,lie,3,lichts,6
n000330-fn000851-379.5829-382.2174,4,substitution,de,2,te,2
n000330-fn000851-379.5829-382.2174,5,substitution,woorden,7,worden,6
n000330-fn000851-384.1804-385.4765,2,deletion,z,1,<del>,<del>
n000330-fn000851-39.6895-42.2245,3,substitution,één,3,in,2
n000330-fn000851-394.2443-395.7006,1,substitution,prounen,7,brouwen,7
n000330-fn000851-395.7006-397.4432,1,substitution,hard,4,hart,4
n000330-fn000851-395.7006-397.4432,2,substitution,en,2,in,2
n000330-fn000851-395.7006-397.4432,3,substitution,zuur,4,zo,2
n000330-fn000851-398.8204-399.9648,0,deletion,er,2,<del>,<del>
n000330-fn000851-398.8204-399.9648,1,substitution,zo,2,esso,4
n000330-fn000851-402.6223-404.4919,0,insertion,<ins>,<ins>,is,2
n000330-fn000851-402.6223-404.4919,1,substitution,slingers,8,liners,6
n000330-fn000851-405.2903-406.3082,0,deletion,de,2,<del>,<del>
n000330-fn000851-405.2903-406.3082,1,substitution,vind,4,defend,6
n000330-fn000851-406.7926-409.2639,0,deletion,appelsa,7,<del>,<del>
n000330-fn000851-409.8265-411.2637,2,substitution,één,3,een,3
n000330-fn000851-412.2212-413.8925,1,substitution,flinke,6,flink,5
n000330-fn000851-413.8925-416.5651,0,substitution,deuk,4,deel,4
n000330-fn000851-420.5025-422.0328,1,substitution,één,3,een,3
n000330-fn000851-420.5025-422.0328,2,substitution,druk,4,drukke,6
n000330-fn000851-422.7713-424.8256,4,substitution,baga,4,bagage,6
n000330-fn000851-424.8256-426.1831,0,deletion,bage,4,<del>,<del>
n000330-fn000851-426.6223-427.2410,0,substitution,letten,6,leiden,6
n000330-fn000851-429.2338-430.8983,0,substitution,éé,2,in,2
n000330-fn000851-429.2338-430.8983,2,substitution,trui,4,tral,4
n000330-fn000851-43.6949-45.4234,0,substitution,je,2,jij,3
n000330-fn000851-436.3083-437.5843,0,substitution,doere,5,door,4
n000330-fn000851-436.3083-437.5843,1,substitution,doegder,7,door,4
n000330-fn000851-438.3162-440.0927,1,substitution,men,3,man,3
n000330-fn000851-438.3162-440.0927,3,substitution,mij,3,mijn,4
n000330-fn000851-445.3319-446.8046,0,deletion,leuke,5,<del>,<del>
n000330-fn000851-445.3319-446.8046,1,substitution,cadeautjes,10,leukecadouches,14
n000330-fn000851-45.4234-47.3129,1,substitution,één,3,een,3
n000330-fn000851-451.4074-453.6655,1,substitution,wou,3,val,3
n000330-fn000851-451.4074-453.6655,4,substitution,half,4,twee,4
n000330-fn000851-451.4074-453.6655,5,substitution,drie,4,dertig,6
n000330-fn000851-458.8845-459.4832,1,substitution,zeten,5,zitten,6
n000330-fn000851-464.5185-466.2836,0,substitution,verpliechtelenjuh,17,verplichttend,13
n000330-fn000851-466.5996-467.4313,0,substitution,na,2,naar,4
n000330-fn000851-468.4559-470.2169,0,insertion,<ins>,<ins>,je,2
n000330-fn000851-468.4559-470.2169,2,substitution,juffrouw,8,vrouw,5
n000330-fn000851-470.2169-471.9689,1,substitution,één,3,in,2
n000330-fn000851-470.2169-471.9689,2,substitution,middaje,7,meidag,6
n000330-fn000851-472.9589-475.0947,0,substitution,uit,3,houd,4
n000330-fn000851-472.9589-475.0947,3,substitution,één,3,in,2
n000330-fn000851-472.9589-475.0947,4,substitution,dutje,5,dotie,5
n000330-fn000851-477.3635-480.0833,3,substitution,bewe,4,beween,6
n000330-fn000851-482.1459-483.9281,1,substitution,kuilen,6,koude,5
n000330-fn000851-482.1459-483.9281,3,substitution,weg,3,de,2
n000330-fn000851-488.5118-490.2351,1,insertion,<ins>,<ins>,huis,4
n000330-fn000851-488.5118-490.2351,2,substitution,huiseigenaar,12,één,3
n000330-fn000851-490.8392-492.2853,0,insertion,<ins>,<ins>,ik,2
n000330-fn000851-490.8392-492.2853,1,substitution,kwam,4,ben,3
n000330-fn000851-492.2853-493.7667,2,substitution,huur,4,uur,3
n000330-fn000851-495.7560-497.5178,2,substitution,huur,4,uur,3
n000330-fn000851-501.5564-504.1166,3,insertion,<ins>,<ins>,oude,4
n000330-fn000851-501.5564-504.1166,4,substitution,ouderwets,9,vet,3
n000330-fn000851-504.1166-507.1106,4,substitution,één,3,een,3
n000330-fn000851-511.1146-513.8345,0,substitution,gulden,6,gouden,6
n000330-fn000851-513.8345-515.9503,2,insertion,<ins>,<ins>,doods,5
n000330-fn000851-513.8345-515.9503,3,substitution,duitse,6,zijn,4
n000330-fn000851-513.8345-515.9503,4,substitution,mark,4,mag,3
n000330-fn000851-517.4074-518.9110,0,substitution,één,3,in,2
n000330-fn000851-517.4074-518.9110,1,substitution,bekertje,8,bekeert,7
n000330-fn000851-521.7041-523.3142,2,substitution,wel,3,veel,4
n000330-fn000851-523.7800-524.6848,0,substitution,door,4,doe,3
n000330-fn000851-523.7800-524.6848,1,substitution,jouw,4,jou,3
n000330-fn000851-525.2637-526.1927,0,substitution,gezeur,6,resolu,6
n000330-fn000851-526.6329-528.9483,1,deletion,we,2,<del>,<del>
n000330-fn000851-526.6329-528.9483,2,deletion,nu,2,<del>,<del>
n000330-fn000851-526.6329-528.9483,3,deletion,al,2,<del>,<del>
n000330-fn000851-526.6329-528.9483,4,substitution,meer,4,vennoalmeer,11
n000330-fn000851-528.9483-530.1659,1,deletion,één,3,<del>,<del>
n000330-fn000851-528.9483-530.1659,2,substitution,uur,3,in,2
n000330-fn000851-533.9104-535.9729,1,substitution,één,3,een,3
n000330-fn000851-536.5118-539.1520,0,insertion,<ins>,<ins>,heb,3
n000330-fn000851-536.5118-539.1520,1,substitution,erbij,5,jij,3
n000330-fn000851-536.5118-539.1520,4,substitution,geno,4,genoeg,6
n000330-fn000851-540.1432-542.6640,0,insertion,<ins>,<ins>,op,2
n000330-fn000851-540.1432-542.6640,1,substitution,opbir,5,de,2
n000330-fn000851-540.1432-542.6640,2,substitution,groumte,7,grond,5
n000330-fn000851-547.0880-549.4167,0,substitution,één,3,een,3
n000330-fn000851-547.0880-549.4167,3,substitution,de,2,deze,4
n000330-fn000851-547.0880-549.4167,4,substitution,stuurman,8,toerman,7
n000330-fn000851-549.4167-551.1718,1,insertion,<ins>,<ins>,u,1
n000330-fn000851-549.4167-551.1718,3,substitution,schip,5,iets,4
n000330-fn000851-55.8811-58.7075,1,substitution,beteekt,7,betekent,8
n000330-fn000851-551.8771-554.0328,0,substitution,doen,4,doe,3
n000330-fn000851-554.9576-556.4574,0,substitution,gelokt,6,gelukt,6
n000330-fn000851-556.4574-557.8505,0,deletion,één,3,<del>,<del>
n000330-fn000851-556.4574-557.8505,1,substitution,stoetje,7,in,2
n000330-fn000851-556.4574-557.8505,2,substitution,kaas,4,stutgart,8
n000330-fn000851-560.3987-562.1752,0,substitution,keurig,6,koudig,6
n000330-fn000851-562.8791-563.7573,1,substitution,ziet,4,zit,3
n000330-fn000851-564.3096-566.6335,0,deletion,er,2,<del>,<del>
n000330-fn000851-564.3096-566.6335,1,substitution,naar,4,en,2
n000330-fn000851-564.3096-566.6335,2,substitution,uit,3,oud,3
n000330-fn000851-564.3096-566.6335,5,deletion,z,1,<del>,<del>
n000330-fn000851-575.0122-577.1412,2,substitution,groot,5,grote,5
n000330-fn000851-577.1412-579.6363,3,substitution,behang,6,wegen,5
n000330-fn000851-580.0554-582.2497,0,deletion,aan,3,<del>,<del>
n000330-fn000851-580.0554-582.2497,1,substitution,v,1,een,3
n000330-fn000851-583.0680-583.4406,0,substitution,toe,3,to,2
n000330-fn000851-584.3062-584.9576,0,insertion,<ins>,<ins>,het,3
n000330-fn000851-584.3062-584.9576,1,substitution,gedoeg,6,doel,4
n000330-fn000851-586.1885-587.6204,2,substitution,de,2,dit,3
n000330-fn000851-586.1885-587.6204,3,substitution,deur,4,doe,3
n000330-fn000851-595.5205-597.1572,0,substitution,een,3,en,2
n000330-fn000851-595.5205-597.1572,2,deletion,ra,2,<del>,<del>
n000330-fn000851-597.1572-598.1885,0,substitution,ravage,6,gravage,7
n000330-fn000851-60.7700-63.2238,1,substitution,één,3,een,3
n000330-fn000851-600.2013-602.3854,2,substitution,ellekaar,8,elkaar,6
n000330-fn000851-604.1359-608.2125,0,deletion,so,2,<del>,<del>
n000330-fn000851-604.1359-608.2125,1,deletion,cia,3,<del>,<del>
n000330-fn000851-604.1359-608.2125,2,substitution,listische,9,socialistische,14
n000330-fn000851-608.7447-611.3448,2,substitution,zij,3,zijn,4
n000330-fn000851-608.7447-611.3448,3,substitution,zwagste,7,zwakste,7
n000330-fn000851-614.5850-617.4247,3,substitution,flatje,6,vlachtje,8
n000330-fn000851-614.5850-617.4247,4,substitution,huren,5,oren,4
n000330-fn000851-617.9104-619.9596,0,substitution,tot,3,dat,3
n000330-fn000851-617.9104-619.9596,1,substitution,ze,2,is,2
n000330-fn000851-617.9104-619.9596,2,substitution,één,3,een,3
n000330-fn000851-622.4000-624.1506,1,substitution,beurs,5,bus,3
n000330-fn000851-629.1053-630.2497,0,deletion,één,3,<del>,<del>
n000330-fn000851-629.1053-630.2497,1,substitution,negentig,8,honderdnegentig,15
n000330-fn000851-633.8359-635.4712,1,substitution,toekomst,8,toekoms,7
n000330-fn000851-636.2281-638.5318,1,insertion,<ins>,<ins>,je,2
n000330-fn000851-636.2281-638.5318,2,substitution,jeroen,6,doen,4
n000330-fn000851-643.0479-644.7822,0,insertion,<ins>,<ins>,out,3
n000330-fn000851-643.0479-644.7822,1,insertion,<ins>,<ins>,his,3
n000330-fn000851-643.0479-644.7822,2,substitution,uitgestippeld,13,stipulate,9
n000330-fn000851-65.0268-67.3821,4,substitution,doeidelu,8,duidelijk,9
n000330-fn000851-67.3821-68.2205,0,substitution,duidelijk,9,dodelijk,8
n000330-fn000851-71.2664-73.2557,0,substitution,kleren,6,kleden,6
n000330-fn000851-74.7447-76.1686,1,insertion,<ins>,<ins>,doe,3
n000330-fn000851-74.7447-76.1686,2,substitution,dure,4,de,2
n000330-fn000851-80.4121-83.1133,0,insertion,<ins>,<ins>,is,2
n000330-fn000851-80.4121-83.1133,1,substitution,staat,5,dat,3
n000330-fn000851-83.7986-85.1094,0,insertion,<ins>,<ins>,er,2
n000330-fn000851-83.7986-85.1094,1,substitution,ervoor,6,voor,4
n000330-fn000851-89.7121-91.9676,4,deletion,bij,3,<del>,<del>
n000330-fn000851-89.7121-91.9676,5,substitution,spullen,7,bijspoelen,10
n000330-fn000851-94.1486-95.8452,0,insertion,<ins>,<ins>,de,2
n000330-fn000851-94.1486-95.8452,2,insertion,<ins>,<ins>,is,2
n000330-fn000851-94.1486-95.8452,3,substitution,spullen,7,polen,5
n000330-fn000851-98.6316-99.5764,0,substitution,juist,5,yes,3
n000331-fn000853-104.6493-107.4739,1,deletion,ervoor,6,<del>,<del>
n000331-fn000853-104.6493-107.4739,2,substitution,vr,2,voor,4
n000331-fn000853-104.6493-107.4739,3,substitution,vraagt,6,vracht,6
n000331-fn000853-112.5445-113.8284,1,substitution,spullen,7,spoelen,7
n000331-fn000853-116.7025-119.0736,1,substitution,handens,7,handen,6
n000331-fn000853-116.7025-119.0736,2,substitution,spullen,7,spoelen,7
n000331-fn000853-123.4079-124.8459,0,substitution,als,3,alles,5
n000331-fn000853-137.5985-140.1362,4,substitution,betaalt,7,betaald,7
n000331-fn000853-14.8879-16.8584,0,deletion,ve,2,<del>,<del>
n000331-fn000853-143.2239-144.6018,2,substitution,vraag,5,vraagt,6
n000331-fn000853-145.7405-148.2788,2,substitution,spullen,7,spoelen,7
n000331-fn000853-148.2788-150.1553,1,substitution,een,3,in,2
n000331-fn000853-150.1553-151.6648,0,insertion,<ins>,<ins>,zijn,4
n000331-fn000853-150.1553-151.6648,1,substitution,cd,2,er,2
n000331-fn000853-150.1553-151.6648,2,substitution,speler,6,spellen,7
n000331-fn000853-160.2513-161.9004,0,insertion,<ins>,<ins>,een,3
n000331-fn000853-162.4851-164.2917,2,substitution,één,3,een,3
n000331-fn000853-162.4851-164.2917,4,deletion,v,1,<del>,<del>
n000331-fn000853-164.9776-166.1826,0,deletion,voor,4,<del>,<del>
n000331-fn000853-164.9776-166.1826,1,substitution,s,1,force,5
n000331-fn000853-166.1826-168.0849,0,substitution,'s,2,s,1
n000331-fn000853-166.1826-168.0849,2,substitution,zes,3,tien,4
n000331-fn000853-166.1826-168.0849,4,deletion,op,2,<del>,<del>
n000331-fn000853-17.4444-19.7233,1,substitution,elk,3,elke,4
n000331-fn000853-17.4444-19.7233,3,substitution,hun,3,hond,4
n000331-fn000853-172.3068-174.6707,1,deletion,b,1,<del>,<del>
n000331-fn000853-172.3068-174.6707,3,substitution,nederlands,10,nederland,9
n000331-fn000853-177.3956-179.4347,1,substitution,die,3,de,2
n000331-fn000853-177.3956-179.4347,2,substitution,niet,4,need,4
n000331-fn000853-179.4347-180.8723,0,substitution,briefbuus,9,briefpost,9
